index,lat,lon,value,timestamp,name,shortname,units
104473,52.447430,-7.337415,11.018457,01-8-2016 01:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,11.192041,01-8-2016 01:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,11.454980,01-8-2016 01:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,11.276758,01-8-2016 01:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,11.619775,01-8-2016 01:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,12.283838,01-8-2016 01:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,12.252588,01-8-2016 01:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,12.234766,01-8-2016 01:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,12.078760,01-8-2016 01:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,12.381738,01-8-2016 01:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,11.931787,01-8-2016 01:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,10.918115,01-8-2016 02:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,11.225488,01-8-2016 02:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,11.515283,01-8-2016 02:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,10.940332,01-8-2016 02:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,11.390527,01-8-2016 02:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,11.853906,01-8-2016 02:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,11.925195,01-8-2016 02:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,11.720361,01-8-2016 02:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,11.840479,01-8-2016 02:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,11.965234,01-8-2016 02:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,11.528711,01-8-2016 02:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,10.834131,01-8-2016 03:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,10.914209,01-8-2016 03:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,11.030176,01-8-2016 03:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,11.003320,01-8-2016 03:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,11.110498,01-8-2016 03:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,11.226221,01-8-2016 03:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,11.351221,01-8-2016 03:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,11.582910,01-8-2016 03:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,11.770166,01-8-2016 03:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,11.859277,01-8-2016 03:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,11.819238,01-8-2016 03:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,11.212549,01-8-2016 04:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,11.364160,01-8-2016 04:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,11.399805,01-8-2016 04:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,11.274805,01-8-2016 04:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,11.537988,01-8-2016 04:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,11.693994,01-8-2016 04:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,11.698389,01-8-2016 04:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,11.796533,01-8-2016 04:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,11.925684,01-8-2016 04:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,11.916895,01-8-2016 04:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,11.925684,01-8-2016 04:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,11.274805,01-8-2016 05:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,11.417627,01-8-2016 05:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,11.497949,01-8-2016 05:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,11.386377,01-8-2016 05:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,11.582666,01-8-2016 05:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,11.725244,01-8-2016 05:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,11.778955,01-8-2016 05:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,11.836572,01-8-2016 05:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,11.952783,01-8-2016 05:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,11.952783,01-8-2016 05:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,11.939355,01-8-2016 05:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,11.460352,01-8-2016 06:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,11.553857,01-8-2016 06:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,11.656396,01-8-2016 06:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,11.549463,01-8-2016 06:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,11.732324,01-8-2016 06:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,11.812646,01-8-2016 06:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,11.879541,01-8-2016 06:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,11.950830,01-8-2016 06:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,12.031152,01-8-2016 06:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,12.031152,01-8-2016 06:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,12.035547,01-8-2016 06:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,11.943750,01-8-2016 07:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,12.104150,01-8-2016 07:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,12.198145,01-8-2016 07:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,11.979639,01-8-2016 07:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,12.193506,01-8-2016 07:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,12.318506,01-8-2016 07:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,12.412012,01-8-2016 07:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,12.407617,01-8-2016 07:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,12.510400,01-8-2016 07:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,12.563867,01-8-2016 07:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,12.563867,01-8-2016 07:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,12.203027,01-8-2016 08:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,12.350000,01-8-2016 08:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,12.493066,01-8-2016 08:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,12.354639,01-8-2016 08:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,12.510889,01-8-2016 08:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,12.644434,01-8-2016 08:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,12.769434,01-8-2016 08:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,12.751611,01-8-2016 08:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,12.876367,01-8-2016 08:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,12.952295,01-8-2016 08:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,12.961084,01-8-2016 08:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,12.630762,01-8-2016 09:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,12.792139,01-8-2016 09:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,12.935693,01-8-2016 09:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,12.886377,01-8-2016 09:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,13.047754,01-8-2016 09:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,13.150781,01-8-2016 09:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,13.245020,01-8-2016 09:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,13.298730,01-8-2016 09:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,13.339014,01-8-2016 09:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,13.383936,01-8-2016 09:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,13.312158,01-8-2016 09:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,12.857568,01-8-2016 10:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,12.970361,01-8-2016 10:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,13.123438,01-8-2016 10:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,13.060449,01-8-2016 10:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,13.136865,01-8-2016 10:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,13.217920,01-8-2016 10:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,13.362207,01-8-2016 10:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,13.384668,01-8-2016 10:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,13.474512,01-8-2016 10:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,13.551172,01-8-2016 10:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,13.546777,01-8-2016 10:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,12.693262,01-8-2016 11:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,12.819971,01-8-2016 11:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,13.055078,01-8-2016 11:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,12.942041,01-8-2016 11:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,12.991846,01-8-2016 11:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,13.113916,01-8-2016 11:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,13.312891,01-8-2016 11:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,13.303857,01-8-2016 11:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,13.430322,01-8-2016 11:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,13.525537,01-8-2016 11:00:00,Temperature,t,Celsius
