index,lat,lon,value,timestamp,name,shortname,units
104473,52.447430,-7.337415,10.779443,01-7-2016 01:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,10.953271,01-7-2016 01:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,11.211816,01-7-2016 01:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,11.216211,01-7-2016 01:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,11.256250,01-7-2016 01:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,11.403467,01-7-2016 01:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,11.586328,01-7-2016 01:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,11.630762,01-7-2016 01:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,11.742334,01-7-2016 01:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,11.831445,01-7-2016 01:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,11.849268,01-7-2016 01:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,10.672998,01-7-2016 02:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,10.832910,01-7-2016 02:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,11.055322,01-7-2016 02:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,10.926416,01-7-2016 02:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,11.002100,01-7-2016 02:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,11.211084,01-7-2016 02:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,11.442529,01-7-2016 02:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,11.318018,01-7-2016 02:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,11.522607,01-7-2016 02:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,11.704980,01-7-2016 02:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,11.709375,01-7-2016 02:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,10.451563,01-7-2016 03:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,10.460352,01-7-2016 03:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,10.856104,01-7-2016 03:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,10.873682,01-7-2016 03:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,10.954004,01-7-2016 03:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,11.118311,01-7-2016 03:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,11.300684,01-7-2016 03:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,11.367334,01-7-2016 03:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,11.527246,01-7-2016 03:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,11.651758,01-7-2016 03:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,11.633936,01-7-2016 03:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,10.079492,01-7-2016 04:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,10.225977,01-7-2016 04:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,10.447900,01-7-2016 04:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,10.425684,01-7-2016 04:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,10.479150,01-7-2016 04:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,10.590234,01-7-2016 04:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,10.718652,01-7-2016 04:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,10.767480,01-7-2016 04:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,10.891992,01-7-2016 04:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,10.905176,01-7-2016 04:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,10.807520,01-7-2016 04:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,9.601709,01-7-2016 05:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,9.659570,01-7-2016 05:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,9.846094,01-7-2016 05:00:00,Temperature,t,Celsius
105001,52.465704,-7.380140,10.094629,01-7-2016 05:00:00,Temperature,t,Celsius
105002,52.469586,-7.343774,10.130273,01-7-2016 05:00:00,Temperature,t,Celsius
105003,52.473456,-7.307402,10.223291,01-7-2016 05:00:00,Temperature,t,Celsius
105004,52.477315,-7.271023,10.339014,01-7-2016 05:00:00,Temperature,t,Celsius
105531,52.491741,-7.350140,10.614160,01-7-2016 05:00:00,Temperature,t,Celsius
105532,52.495613,-7.313749,10.738672,01-7-2016 05:00:00,Temperature,t,Celsius
105533,52.499474,-7.277352,10.751855,01-7-2016 05:00:00,Temperature,t,Celsius
106062,52.521633,-7.283688,10.814111,01-7-2016 05:00:00,Temperature,t,Celsius
104473,52.447430,-7.337415,9.977930,01-7-2016 06:00:00,Temperature,t,Celsius
104474,52.451298,-7.301061,10.151514,01-7-2016 06:00:00,Temperature,t,Celsius
104475,52.455155,-7.264700,10.382715,01-7-2016 06:00:00,Temperature,t,Celsius
