index,lat,lon,value,dataDate,dataTime,validityDate,validityTime,name,shortname,units
104473,52.447430,-7.337415,279.326416,20160501,0,20160501,100,Temperature,t,K
104474,52.451298,-7.301061,279.474609,20160501,0,20160501,100,Temperature,t,K
104475,52.455155,-7.264700,279.718506,20160501,0,20160501,100,Temperature,t,K
105001,52.465704,-7.380140,279.570312,20160501,0,20160501,100,Temperature,t,K
105002,52.469586,-7.343774,279.692383,20160501,0,20160501,100,Temperature,t,K
105003,52.473456,-7.307402,279.953857,20160501,0,20160501,100,Temperature,t,K
105004,52.477315,-7.271023,280.123779,20160501,0,20160501,100,Temperature,t,K
105531,52.491741,-7.350140,280.067139,20160501,0,20160501,100,Temperature,t,K
105532,52.495613,-7.313749,280.280518,20160501,0,20160501,100,Temperature,t,K
105533,52.499474,-7.277352,280.345947,20160501,0,20160501,100,Temperature,t,K
106062,52.521633,-7.283688,280.337158,20160501,0,20160501,100,Temperature,t,K
104473,52.447430,-7.337415,280.440430,20160501,0,20160501,200,Temperature,t,K
104474,52.451298,-7.301061,280.597412,20160501,0,20160501,200,Temperature,t,K
104475,52.455155,-7.264700,280.780273,20160501,0,20160501,200,Temperature,t,K
105001,52.465704,-7.380140,280.710449,20160501,0,20160501,200,Temperature,t,K
105002,52.469586,-7.343774,280.736816,20160501,0,20160501,200,Temperature,t,K
105003,52.473456,-7.307402,280.863037,20160501,0,20160501,200,Temperature,t,K
105004,52.477315,-7.271023,281.019775,20160501,0,20160501,200,Temperature,t,K
105531,52.491741,-7.350140,280.989502,20160501,0,20160501,200,Temperature,t,K
105532,52.495613,-7.313749,281.102783,20160501,0,20160501,200,Temperature,t,K
105533,52.499474,-7.277352,281.163818,20160501,0,20160501,200,Temperature,t,K
106062,52.521633,-7.283688,281.137451,20160501,0,20160501,200,Temperature,t,K
104473,52.447430,-7.337415,280.770508,20160501,0,20160501,300,Temperature,t,K
104474,52.451298,-7.301061,280.922852,20160501,0,20160501,300,Temperature,t,K
104475,52.455155,-7.264700,281.105957,20160501,0,20160501,300,Temperature,t,K
