index,lat,lon,value,dataDate,dataTime,validityDate,validityTime,name,shortname,units
104473,52.447430,-7.337415,283.058105,20160201,0,20160201,100,Temperature,t,K
104474,52.451298,-7.301061,283.250000,20160201,0,20160201,100,Temperature,t,K
104475,52.455155,-7.264700,283.476562,20160201,0,20160201,100,Temperature,t,K
105001,52.465704,-7.380140,283.367432,20160201,0,20160201,100,Temperature,t,K
105002,52.469586,-7.343774,283.463379,20160201,0,20160201,100,Temperature,t,K
105003,52.473456,-7.307402,283.615967,20160201,0,20160201,100,Temperature,t,K
105004,52.477315,-7.271023,283.794678,20160201,0,20160201,100,Temperature,t,K
105531,52.491741,-7.350140,283.781494,20160201,0,20160201,100,Temperature,t,K
105532,52.495613,-7.313749,283.951416,20160201,0,20160201,100,Temperature,t,K
105533,52.499474,-7.277352,283.999512,20160201,0,20160201,100,Temperature,t,K
106062,52.521633,-7.283688,283.995117,20160201,0,20160201,100,Temperature,t,K
104473,52.447430,-7.337415,282.892578,20160201,0,20160201,200,Temperature,t,K
104474,52.451298,-7.301061,283.062500,20160201,0,20160201,200,Temperature,t,K
104475,52.455155,-7.264700,283.136475,20160201,0,20160201,200,Temperature,t,K
105001,52.465704,-7.380140,283.132080,20160201,0,20160201,200,Temperature,t,K
105002,52.469586,-7.343774,283.236572,20160201,0,20160201,200,Temperature,t,K
105003,52.473456,-7.307402,283.371826,20160201,0,20160201,200,Temperature,t,K
105004,52.477315,-7.271023,283.450195,20160201,0,20160201,200,Temperature,t,K
105531,52.491741,-7.350140,283.493896,20160201,0,20160201,200,Temperature,t,K
105532,52.495613,-7.313749,283.698730,20160201,0,20160201,200,Temperature,t,K
105533,52.499474,-7.277352,283.737793,20160201,0,20160201,200,Temperature,t,K
106062,52.521633,-7.283688,283.785889,20160201,0,20160201,200,Temperature,t,K
104473,52.447430,-7.337415,282.600830,20160201,0,20160201,300,Temperature,t,K
104474,52.451298,-7.301061,282.653076,20160201,0,20160201,300,Temperature,t,K
104475,52.455155,-7.264700,282.722900,20160201,0,20160201,300,Temperature,t,K
105001,52.465704,-7.380140,282.827637,20160201,0,20160201,300,Temperature,t,K
105002,52.469586,-7.343774,282.919189,20160201,0,20160201,300,Temperature,t,K
105003,52.473456,-7.307402,282.936523,20160201,0,20160201,300,Temperature,t,K
105004,52.477315,-7.271023,282.980225,20160201,0,20160201,300,Temperature,t,K
105531,52.491741,-7.350140,283.202637,20160201,0,20160201,300,Temperature,t,K
105532,52.495613,-7.313749,283.276611,20160201,0,20160201,300,Temperature,t,K
105533,52.499474,-7.277352,283.150146,20160201,0,20160201,300,Temperature,t,K
106062,52.521633,-7.283688,283.289795,20160201,0,20160201,300,Temperature,t,K
104473,52.447430,-7.337415,282.598145,20160201,300,20160201,400,Temperature,t,K
104474,52.451298,-7.301061,282.746338,20160201,300,20160201,400,Temperature,t,K
104475,52.455155,-7.264700,282.920654,20160201,300,20160201,400,Temperature,t,K
105001,52.465704,-7.380140,282.912109,20160201,300,20160201,400,Temperature,t,K
105002,52.469586,-7.343774,282.968506,20160201,300,20160201,400,Temperature,t,K
105003,52.473456,-7.307402,283.095215,20160201,300,20160201,400,Temperature,t,K
105004,52.477315,-7.271023,283.225830,20160201,300,20160201,400,Temperature,t,K
105531,52.491741,-7.350140,283.352295,20160201,300,20160201,400,Temperature,t,K
105532,52.495613,-7.313749,283.430664,20160201,300,20160201,400,Temperature,t,K
105533,52.499474,-7.277352,283.417480,20160201,300,20160201,400,Temperature,t,K
106062,52.521633,-7.283688,283.517822,20160201,300,20160201,400,Temperature,t,K
104473,52.447430,-7.337415,282.801758,20160201,300,20160201,500,Temperature,t,K
104474,52.451298,-7.301061,282.971680,20160201,300,20160201,500,Temperature,t,K
104475,52.455155,-7.264700,283.163574,20160201,300,20160201,500,Temperature,t,K
105001,52.465704,-7.380140,283.050293,20160201,300,20160201,500,Temperature,t,K
105002,52.469586,-7.343774,283.146240,20160201,300,20160201,500,Temperature,t,K
105003,52.473456,-7.307402,283.320557,20160201,300,20160201,500,Temperature,t,K
105004,52.477315,-7.271023,283.508057,20160201,300,20160201,500,Temperature,t,K
105531,52.491741,-7.350140,283.525635,20160201,300,20160201,500,Temperature,t,K
105532,52.495613,-7.313749,283.665039,20160201,300,20160201,500,Temperature,t,K
105533,52.499474,-7.277352,283.713135,20160201,300,20160201,500,Temperature,t,K
106062,52.521633,-7.283688,283.804443,20160201,300,20160201,500,Temperature,t,K
104473,52.447430,-7.337415,283.039307,20160201,300,20160201,600,Temperature,t,K
104474,52.451298,-7.301061,283.213867,20160201,300,20160201,600,Temperature,t,K
104475,52.455155,-7.264700,283.414551,20160201,300,20160201,600,Temperature,t,K
105001,52.465704,-7.380140,283.309814,20160201,300,20160201,600,Temperature,t,K
105002,52.469586,-7.343774,283.379639,20160201,300,20160201,600,Temperature,t,K
105003,52.473456,-7.307402,283.562744,20160201,300,20160201,600,Temperature,t,K
105004,52.477315,-7.271023,283.759033,20160201,300,20160201,600,Temperature,t,K
105531,52.491741,-7.350140,283.771973,20160201,300,20160201,600,Temperature,t,K
105532,52.495613,-7.313749,283.907227,20160201,300,20160201,600,Temperature,t,K
105533,52.499474,-7.277352,283.955322,20160201,300,20160201,600,Temperature,t,K
