index,lat,lon,value,dataDate,dataTime,validityDate,validityTime,name,shortname,units
104473,52.447430,-7.337415,283.016602,20161101,0,20161101,100,Temperature,t,K
104474,52.451298,-7.301061,283.179688,20161101,0,20161101,100,Temperature,t,K
104475,52.455155,-7.264700,283.378418,20161101,0,20161101,100,Temperature,t,K
105001,52.465704,-7.380140,283.188965,20161101,0,20161101,100,Temperature,t,K
105002,52.469586,-7.343774,283.276855,20161101,0,20161101,100,Temperature,t,K
105003,52.473456,-7.307402,283.488281,20161101,0,20161101,100,Temperature,t,K
105004,52.477315,-7.271023,283.673340,20161101,0,20161101,100,Temperature,t,K
105531,52.491741,-7.350140,283.532715,20161101,0,20161101,100,Temperature,t,K
105532,52.495613,-7.313749,283.744141,20161101,0,20161101,100,Temperature,t,K
105533,52.499474,-7.277352,283.849609,20161101,0,20161101,100,Temperature,t,K
106062,52.521633,-7.283688,283.770508,20161101,0,20161101,100,Temperature,t,K
104473,52.447430,-7.337415,282.019531,20161101,0,20161101,200,Temperature,t,K
104474,52.451298,-7.301061,282.279297,20161101,0,20161101,200,Temperature,t,K
104475,52.455155,-7.264700,282.583008,20161101,0,20161101,200,Temperature,t,K
105001,52.465704,-7.380140,282.204102,20161101,0,20161101,200,Temperature,t,K
105002,52.469586,-7.343774,282.270508,20161101,0,20161101,200,Temperature,t,K
105003,52.473456,-7.307402,282.521484,20161101,0,20161101,200,Temperature,t,K
105004,52.477315,-7.271023,282.812500,20161101,0,20161101,200,Temperature,t,K
105531,52.491741,-7.350140,282.587402,20161101,0,20161101,200,Temperature,t,K
105532,52.495613,-7.313749,282.803711,20161101,0,20161101,200,Temperature,t,K
105533,52.499474,-7.277352,282.966309,20161101,0,20161101,200,Temperature,t,K
106062,52.521633,-7.283688,282.917969,20161101,0,20161101,200,Temperature,t,K
104473,52.447430,-7.337415,281.757812,20161101,0,20161101,300,Temperature,t,K
104474,52.451298,-7.301061,282.008789,20161101,0,20161101,300,Temperature,t,K
104475,52.455155,-7.264700,282.277588,20161101,0,20161101,300,Temperature,t,K
105001,52.465704,-7.380140,281.947266,20161101,0,20161101,300,Temperature,t,K
105002,52.469586,-7.343774,282.043945,20161101,0,20161101,300,Temperature,t,K
105003,52.473456,-7.307402,282.312744,20161101,0,20161101,300,Temperature,t,K
105004,52.477315,-7.271023,282.568115,20161101,0,20161101,300,Temperature,t,K
105531,52.491741,-7.350140,282.378662,20161101,0,20161101,300,Temperature,t,K
105532,52.495613,-7.313749,282.603271,20161101,0,20161101,300,Temperature,t,K
105533,52.499474,-7.277352,282.757324,20161101,0,20161101,300,Temperature,t,K
106062,52.521633,-7.283688,282.717773,20161101,0,20161101,300,Temperature,t,K
104473,52.447430,-7.337415,281.472900,20161101,300,20161101,400,Temperature,t,K
104474,52.451298,-7.301061,281.661865,20161101,300,20161101,400,Temperature,t,K
104475,52.455155,-7.264700,281.877686,20161101,300,20161101,400,Temperature,t,K
105001,52.465704,-7.380140,281.693115,20161101,300,20161101,400,Temperature,t,K
105002,52.469586,-7.343774,281.767822,20161101,300,20161101,400,Temperature,t,K
105003,52.473456,-7.307402,281.979248,20161101,300,20161101,400,Temperature,t,K
105004,52.477315,-7.271023,282.177002,20161101,300,20161101,400,Temperature,t,K
105531,52.491741,-7.350140,282.089111,20161101,300,20161101,400,Temperature,t,K
105532,52.495613,-7.313749,282.274170,20161101,300,20161101,400,Temperature,t,K
105533,52.499474,-7.277352,282.362061,20161101,300,20161101,400,Temperature,t,K
106062,52.521633,-7.283688,282.322510,20161101,300,20161101,400,Temperature,t,K
104473,52.447430,-7.337415,280.791992,20161101,300,20161101,500,Temperature,t,K
104474,52.451298,-7.301061,281.025146,20161101,300,20161101,500,Temperature,t,K
104475,52.455155,-7.264700,281.267334,20161101,300,20161101,500,Temperature,t,K
105001,52.465704,-7.380140,281.025146,20161101,300,20161101,500,Temperature,t,K
105002,52.469586,-7.343774,281.126465,20161101,300,20161101,500,Temperature,t,K
105003,52.473456,-7.307402,281.351074,20161101,300,20161101,500,Temperature,t,K
105004,52.477315,-7.271023,281.531250,20161101,300,20161101,500,Temperature,t,K
105531,52.491741,-7.350140,281.412598,20161101,300,20161101,500,Temperature,t,K
105532,52.495613,-7.313749,281.575439,20161101,300,20161101,500,Temperature,t,K
105533,52.499474,-7.277352,281.637207,20161101,300,20161101,500,Temperature,t,K
106062,52.521633,-7.283688,281.527100,20161101,300,20161101,500,Temperature,t,K
104473,52.447430,-7.337415,280.045410,20161101,300,20161101,600,Temperature,t,K
104474,52.451298,-7.301061,280.212646,20161101,300,20161101,600,Temperature,t,K
104475,52.455155,-7.264700,280.450439,20161101,300,20161101,600,Temperature,t,K
105001,52.465704,-7.380140,280.300537,20161101,300,20161101,600,Temperature,t,K
105002,52.469586,-7.343774,280.344727,20161101,300,20161101,600,Temperature,t,K
105003,52.473456,-7.307402,280.555908,20161101,300,20161101,600,Temperature,t,K
105004,52.477315,-7.271023,280.745117,20161101,300,20161101,600,Temperature,t,K
105531,52.491741,-7.350140,280.687744,20161101,300,20161101,600,Temperature,t,K
105532,52.495613,-7.313749,280.841797,20161101,300,20161101,600,Temperature,t,K
105533,52.499474,-7.277352,280.934326,20161101,300,20161101,600,Temperature,t,K
106062,52.521633,-7.283688,280.938721,20161101,300,20161101,600,Temperature,t,K
104473,52.447430,-7.337415,279.813721,20161101,600,20161101,700,Temperature,t,K
104474,52.451298,-7.301061,279.945557,20161101,600,20161101,700,Temperature,t,K
104475,52.455155,-7.264700,280.170166,20161101,600,20161101,700,Temperature,t,K
105001,52.465704,-7.380140,280.244873,20161101,600,20161101,700,Temperature,t,K
105002,52.469586,-7.343774,280.244873,20161101,600,20161101,700,Temperature,t,K
105003,52.473456,-7.307402,280.407715,20161101,600,20161101,700,Temperature,t,K
105004,52.477315,-7.271023,280.552979,20161101,600,20161101,700,Temperature,t,K
105531,52.491741,-7.350140,280.684814,20161101,600,20161101,700,Temperature,t,K
105532,52.495613,-7.313749,280.799316,20161101,600,20161101,700,Temperature,t,K
105533,52.499474,-7.277352,280.865234,20161101,600,20161101,700,Temperature,t,K
106062,52.521633,-7.283688,280.970947,20161101,600,20161101,700,Temperature,t,K
104473,52.447430,-7.337415,280.319092,20161101,600,20161101,800,Temperature,t,K
104474,52.451298,-7.301061,280.490967,20161101,600,20161101,800,Temperature,t,K
104475,52.455155,-7.264700,280.728516,20161101,600,20161101,800,Temperature,t,K
105001,52.465704,-7.380140,280.635986,20161101,600,20161101,800,Temperature,t,K
105002,52.469586,-7.343774,280.666748,20161101,600,20161101,800,Temperature,t,K
105003,52.473456,-7.307402,280.860352,20161101,600,20161101,800,Temperature,t,K
105004,52.477315,-7.271023,281.058350,20161101,600,20161101,800,Temperature,t,K
105531,52.491741,-7.350140,281.045166,20161101,600,20161101,800,Temperature,t,K
105532,52.495613,-7.313749,281.203369,20161101,600,20161101,800,Temperature,t,K
105533,52.499474,-7.277352,281.295898,20161101,600,20161101,800,Temperature,t,K
106062,52.521633,-7.283688,281.340088,20161101,600,20161101,800,Temperature,t,K
104473,52.447430,-7.337415,280.570801,20161101,600,20161101,900,Temperature,t,K
104474,52.451298,-7.301061,280.795410,20161101,600,20161101,900,Temperature,t,K
104475,52.455155,-7.264700,281.024170,20161101,600,20161101,900,Temperature,t,K
105001,52.465704,-7.380140,280.865479,20161101,600,20161101,900,Temperature,t,K
105002,52.469586,-7.343774,280.936035,20161101,600,20161101,900,Temperature,t,K
105003,52.473456,-7.307402,281.169189,20161101,600,20161101,900,Temperature,t,K
105004,52.477315,-7.271023,281.380371,20161101,600,20161101,900,Temperature,t,K
105531,52.491741,-7.350140,281.261719,20161101,600,20161101,900,Temperature,t,K
